0.0626894	0
0.125379	0.0626483
0.188068	0.125051
0.250758	0.186961
0.313447	0.248138
0.376136	0.308339
0.438826	0.36733
0.501515	0.424877
0.564204	0.480754
0.626894	0.534744
0.689583	0.586632
0.752272	0.636216
0.814962	0.6833
0.877651	0.727699
0.940341	0.76924
1.00303	0.807759
1.06572	0.843104
1.12841	0.875137
1.1911	0.903732
1.25379	0.928777
1.31648	0.950172
1.37917	0.967835
1.44186	0.981695
1.50455	0.991699
1.56723	0.997806
1.62992	0.999994
1.69261	0.998252
1.7553	0.992589
1.81799	0.983027
1.88068	0.969602
1.94337	0.952368
2.00606	0.931393
2.06875	0.906759
2.13144	0.878562
2.19413	0.846913
2.25682	0.811938
2.31951	0.773772
2.3822	0.732567
2.44489	0.688484
2.50758	0.641695
2.57026	0.592386
2.63295	0.54075
2.69564	0.486989
2.75833	0.431315
2.82102	0.373946
2.88371	0.315109
2.9464	0.255033
3.00909	0.193955
3.07178	0.132116
3.13447	0.0697572
3.19716	0.00712451
3.25985	-0.0555361
3.32254	-0.117979
3.38523	-0.179958
3.44791	-0.24123
3.5106	-0.301554
3.57329	-0.360693
3.63598	-0.418416
3.69867	-0.474495
3.76136	-0.528709
3.82405	-0.580847
3.88674	-0.630702
3.94943	-0.67808
4.01212	-0.722794
4.07481	-0.764668
4.1375	-0.803538
4.20019	-0.839251
4.26288	-0.871667
4.32556	-0.900659
4.38825	-0.926112
4.45094	-0.947927
4.51363	-0.966017
4.57632	-0.980313
4.63901	-0.990757
4.7017	-0.997309
4.76439	-0.999943
4.82708	-0.998648
4.88977	-0.99343
4.95246	-0.984309
5.01515	-0.971322
5.07784	-0.954518
5.14053	-0.933964
5.20322	-0.909741
5.2659	-0.881944
5.32859	-0.850682
5.39128	-0.816078
5.45397	-0.778268
5.51666	-0.7374
5.57935	-0.693635
5.64204	-0.647146
5.70473	-0.598113
5.76742	-0.546732
5.83011	-0.493202
5.8928	-0.437734
5.95549	-0.380547
6.01818	-0.321865
6.08087	-0.261918
6.14355	-0.200942
6.20624	-0.139177
6.26893	-0.0768654
6.33162	-0.0142515
6.39431	0.0484184
6.457	0.110898
6.51969	0.172942
6.58238	0.234307
6.64507	0.294751
6.70776	0.354037
6.77045	0.411932
6.83314	0.468209
6.89583	0.522646
6.95852	0.57503
7.0212	0.625155
7.08389	0.672824
7.14658	0.71785
7.20927	0.760055
7.27196	0.799275
7.33465	0.835354
7.39734	0.868152
7.46003	0.897539
7.52272	0.9234
7.58541	0.945633
7.6481	0.964151
7.71079	0.978881
7.77348	0.989765
7.83617	0.996761
7.89886	0.999841
7.96154	0.998993
8.02423	0.994221
8.08692	0.985542
8.14961	0.972991
8.2123	0.956618
8.27499	0.936487
8.33768	0.912676
8.40037	0.88528
8.46306	0.854405
8.52575	0.820174
8.58844	0.782721
8.65113	0.742193
8.71382	0.698748
8.77651	0.652559
8.8392	0.603806
8.90189	0.55268
8.96458	0.499384
9.02727	0.444125
9.08996	0.387122
9.15265	0.328597
9.21534	0.268782
9.27803	0.207911
9.34072	0.146222
9.40341	0.0839598
9.4661	0.0213673
9.52879	-0.0413091
9.59148	-0.103823
9.65417	-0.165929
9.71686	-0.227384
9.77955	-0.287945
9.84224	-0.347374
9.90493	-0.405439
9.96762	-0.461912
10.0303	-0.516569
10.093	-0.569197
10.1557	-0.619589
10.2184	-0.667546
10.2811	-0.712881
10.3438	-0.755415
10.4064	-0.794982
10.4691	-0.831425
10.5318	-0.864602
10.5945	-0.894382
10.6572	-0.920648
10.7199	-0.943297
10.7826	-0.96224
10.8453	-0.977403
10.908	-0.988726
10.9707	-0.996165
11.0333	-0.99969
11.096	-0.999287
11.1587	-0.994958
11.2214	-0.986721
11.2841	-0.974607
11.3468	-0.958664
11.4095	-0.938954
11.4722	-0.915556
11.5349	-0.888561
11.5976	-0.858075
11.6602	-0.824218
11.7229	-0.787122
11.7856	-0.746935
11.8483	-0.703812
11.911	-0.657925
11.9737	-0.609453
12.0364	-0.558586
12.0991	-0.505525
12.1618	-0.450478
12.2244	-0.393661
12.2871	-0.335298
12.3498	-0.275617
12.4125	-0.214854
12.4752	-0.153246
12.5379	-0.0910361
12.6006	-0.0284687
12.6633	0.0342106
12.726	0.0967554
12.7887	0.15892
12.8513	0.220461
12.914	0.281135
12.9767	0.340705
13.0394	0.398936
13.1021	0.4556
13.1648	0.510474
13.2275	0.563342
13.2902	0.613997
13.3529	0.66224
13.4156	0.707882
13.4782	0.750742
13.5409	0.790653
13.6036	0.827457
13.6663	0.861011
13.729	0.891182
13.7917	0.917852
13.8544	0.940915
13.9171	0.960283
13.9798	0.975877
14.0425	0.987638
14.1051	0.995518
14.1678	0.999487
14.2305	0.99953
14.2932	0.995646
14.3559	0.98785
14.4186	0.976173
14.4813	0.960661
14.544	0.941375
14.6067	0.91839
14.6694	0.891797
14.732	0.861701
14.7947	0.828219
14.8574	0.791484
14.9201	0.751639
14.9828	0.708841
15.0455	0.663258
15.1082	0.615069
15.1709	0.564464
15.2336	0.511642
15.2962	0.456809
15.3589	0.400181
15.4216	0.341982
15.4843	0.282439
15.547	0.221786
15.6097	0.160262
15.6724	0.0981079
15.7351	0.0355686
15.7978	-0.0271103
15.8605	-0.0896828
15.9231	-0.151903
15.9858	-0.213526
16.0485	-0.274311
16.1112	-0.334016
16.1739	-0.39241
16.2366	-0.449262
16.2993	-0.504349
16.362	-0.557455
16.4247	-0.60837
16.4873	-0.656896
16.55	-0.702841
16.6127	-0.746025
16.6754	-0.786278
16.7381	-0.823441
16.8008	-0.85737
16.8635	-0.887931
16.9262	-0.915003
16.9889	-0.938481
17.0515	-0.958272
17.1142	-0.974298
17.1769	-0.986496
17.2396	-0.994819
17.3023	-0.999234
17.365	-0.999723
17.4277	-0.996284
17.4904	-0.988932
17.5531	-0.977694
17.6157	-0.962616
17.6784	-0.943756
17.7411	-0.921188
17.8038	-0.895001
17.8665	-0.865298
17.9292	-0.832195
17.9919	-0.795823
18.0546	-0.756325
18.1173	-0.713856
18.1799	-0.668582
18.2426	-0.620681
18.3053	-0.570342
18.368	-0.517762
18.4307	-0.463149
18.4934	-0.406715
18.5561	-0.348684
18.6188	-0.289283
18.6815	-0.228746
18.7441	-0.16731
18.8068	-0.105216
18.8695	-0.0427097
18.9322	0.0199648
18.9949	0.0825609
19.0576	0.144833
19.1203	0.206535
19.183	0.267427
19.2457	0.327267
19.3083	0.385822
19.371	0.442862
19.4337	0.498161
19.4964	0.551504
19.5591	0.602679
19.6218	0.651487
19.6845	0.697736
19.7472	0.741243
19.8099	0.781839
19.8725	0.819363
19.9352	0.853668
19.9979	0.884619
20.0606	0.912095
20.1233	0.935988
20.186	0.956203
20.2487	0.972662
20.3114	0.9853
20.3741	0.994067
20.4367	0.998928
20.4994	0.999866
20.5621	0.996875
20.6248	0.989968
20.6875	0.979171
20.7502	0.964528
20.8129	0.946096
20.8756	0.923947
20.9383	0.898168
21.0009	0.86886
21.0636	0.836139
21.1263	0.800133
21.189	0.760984
21.2517	0.718845
21.3144	0.673882
21.3771	0.626272
21.4398	0.576201
21.5025	0.523867
21.5651	0.469475
21.6278	0.413238
21.6905	0.355378
21.7532	0.296121
21.8159	0.235702
21.8786	0.174356
21.9413	0.112325
22.004	0.0498533
22.0667	-0.0128145
22.1293	-0.075432
22.192	-0.137753
22.2547	-0.199533
22.3174	-0.260529
22.3801	-0.320502
22.4428	-0.379215
22.5055	-0.436439
22.5682	-0.491948
22.6309	-0.545524
22.6935	-0.596957
22.7562	-0.646045
22.8189	-0.692595
22.8816	-0.736424
22.9443	-0.77736
23.007	-0.815242
23.0697	-0.849921
23.1324	-0.881262
23.1951	-0.90914
23.2577	-0.933446
23.3204	-0.954085
23.3831	-0.970976
23.4458	-0.984053
23.5085	-0.993264
23.5712	-0.998572
23.6339	-0.999957
23.6966	-0.997414
23.7593	-0.990953
23.8219	-0.980598
23.8846	-0.966391
23.9473	-0.948388
24.01	-0.926659
24.0727	-0.901289
24.1354	-0.872378
24.1981	-0.84004
24.2608	-0.804402
24.3235	-0.765604
24.3861	-0.723798
24.4488	-0.679149
24.5115	-0.631831
24.5742	-0.582031
24.6369	-0.529945
24.6996	-0.475777
24.7623	-0.419739
24.825	-0.362053
24.8876	-0.302944
24.9503	-0.242645
25.013	-0.181393
25.0757	-0.119428
25.1384	-0.0569943
25.2011	0.00566359
25.2638	0.0682992
25.3265	0.130667
25.3892	0.192521
25.4518	0.253618
25.5145	0.313719
25.5772	0.372588
25.6399	0.429993
25.7026	0.485709
25.7653	0.539517
25.828	0.591205
25.8907	0.64057
25.9534	0.687419
26.016	0.731568
26.0787	0.772842
26.1414	0.81108
26.2041	0.846132
26.2668	0.877859
26.3295	0.906138
26.3922	0.930857
26.4549	0.951919
26.5176	0.969241
26.5802	0.982756
26.6429	0.992409
26.7056	0.998164
26.7683	0.999998
26.831	0.997903
26.8937	0.991887
26.9564	0.981975
27.0191	0.968205
27.0818	0.950631
27.1444	0.929323
27.2071	0.904364
27.2698	0.875852
27.3325	0.843899
27.3952	0.80863
27.4579	0.770185
27.5206	0.728714
27.5833	0.68438
27.646	0.637358
27.7086	0.587832
27.7713	0.535996
27.834	0.482055
27.8967	0.426219
27.9594	0.36871
28.0221	0.309752
28.0848	0.249577
28.1475	0.188421
28.2102	0.126525
28.2728	0.0641324
28.3355	0.00148766
28.3982	-0.061163
28.4609	-0.123573
28.5236	-0.185498
28.5863	-0.246694
28.649	-0.306921
28.7117	-0.365942
28.7744	-0.423526
28.837	-0.479446
28.8997	-0.533482
28.9624	-0.585422
29.0251	-0.635063
29.0878	-0.682208
29.1505	-0.726673
29.2132	-0.768284
29.2759	-0.806876
29.3386	-0.842299
29.4012	-0.874412
29.4639	-0.90309
29.5266	-0.92822
29.5893	-0.949704
29.652	-0.967456
29.7147	-0.981408
29.7774	-0.991505
29.8401	-0.997706
29.9028	-0.999987
29.9654	-0.99834
30.0281	-0.992771
30.0908	-0.983302
30.1535	-0.969969
30.2162	-0.952826
30.2789	-0.93194
30.3416	-0.907393
30.4043	-0.87928
30.467	-0.847714
30.5296	-0.812817
30.5923	-0.774727
30.655	-0.733593
30.7177	-0.689577
30.7804	-0.642852
30.8431	-0.593602
30.9058	-0.542019
30.9685	-0.488308
31.0312	-0.432678
31.0938	-0.375348
31.1565	-0.316543
31.2192	-0.256495
31.2819	-0.195439
31.3446	-0.133616
31.4073	-0.0712673
31.47	-0.00863883
31.5327	0.0540236
31.5954	0.116474
31.658	0.178466
31.7207	0.239758
31.7834	0.300107
31.8461	0.359278
31.9088	0.417037
31.9715	0.473158
32.0342	0.52742
32.0969	0.579609
32.1596	0.629524
32.2222	0.676965
32.2849	0.721746
32.3476	0.763692
32.4103	0.802637
32.473	0.838429
32.5357	0.870926
32.5984	0.900002
32.6611	0.925543
32.7238	0.947446
32.7865	0.965628
32.8492	0.980015
32.9118	0.990552
32.9745	0.997198
33.0372	0.999926
33.0999	0.998725
33.1626	0.9936
33.2253	0.984572
33.288	0.971675
33.3507	0.954961
33.4134	0.934495
33.4761	0.910357
33.5388	0.882643
33.6014	0.851461
33.6641	0.816934
33.7268	0.779197
33.7895	0.738399
33.8522	0.6947
33.9149	0.648271
33.9776	0.599296
34.0403	0.547966
34.103	0.494483
34.1657	0.439057
34.2284	0.381907
34.291	0.323255
34.3537	0.263334
34.4164	0.202379
34.4791	0.140628
34.5418	0.0783244
34.6045	0.0157133
34.6672	-0.0469595
34.7299	-0.109448
34.7926	-0.171506
34.8553	-0.232891
34.9179	-0.29336
34.9806	-0.352677
35.0433	-0.410608
35.106	-0.466927
35.1687	-0.52141
35.2314	-0.573845
35.2941	-0.624026
35.3568	-0.671755
35.4195	-0.716844
35.4822	-0.759118
35.5449	-0.798408
35.6075	-0.834562
35.6702	-0.867437
35.7329	-0.896905
35.7956	-0.922848
35.8583	-0.945165
35.921	-0.96377
35.9837	-0.978587
36.0464	-0.98956
36.1091	-0.996645
36.1718	-0.999815
36.2345	-0.999056
36.2971	-0.994372
36.3598	-0.985782
36.4225	-0.973319
36.4852	-0.957031
36.5479	-0.936983
36.6106	-0.913255
36.6733	-0.885938
36.736	-0.85514
36.7987	-0.820983
36.8614	-0.7836
36.9241	-0.743139
36.9867	-0.699758
37.0494	-0.653628
37.1121	-0.604929
37.1748	-0.553854
37.2375	-0.500603
37.3002	-0.445386
37.3629	-0.388418
37.4256	-0.329924
37.4883	-0.270135
37.551	-0.209283
37.6137	-0.14761
37.6763	-0.0853566
37.739	-0.0227679
37.8017	0.0399103
37.8644	0.102432
37.9271	0.164551
37.9898	0.226023
38.0525	0.286607
38.1152	0.346066
38.1779	0.404165
38.2406	0.460675
38.3032	0.515376
38.3659	0.568052
38.4286	0.618497
38.4913	0.666511
38.554	0.711907
38.6167	0.754506
38.6794	0.79414
38.7421	0.830654
38.8048	0.863905
38.8675	0.893762
38.9302	0.920107
38.9928	0.942838
39.0555	0.961864
39.1182	0.977111
39.1809	0.988519
39.2436	0.996043
39.3063	0.999654
39.369	0.999338
39.4317	0.995095
39.4944	0.986943
39.5571	0.974913
39.6198	0.959053
39.6824	0.939425
39.7451	0.916106
39.8078	0.889188
